trialNumber,checkTrial,gainValue,lossValue,safeValue,choiceProbability,type_e0i1d2,choiceMade,choiceKey,outcomeValue,location,riskSplitLocation,gainLocation,lossLocation,safeLocation,hideGainLocation,hideLossLocation,instructionStart,instructionEnd,choiceStart,choiceEnd,isiStart,isiEnd,outcomeStart,outcomeEnd,itiStart,itiEnd,bestRho,bestMu
119,,9.64,0,6.60,0.339585161368534,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1572.4610318656778,,1576.463419499909,1577.4634428073914,1577.4655483816023,1578.4651450436504,1578.4673738709826,1581.4672608889523,,
120,,2.85,0,1.39,0.708413020767221,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1581.4802534273913,,1585.482325818055,1586.4820082042424,1586.484540818914,1587.4839577368257,1587.4862580667686,1590.9857903369557,,
121,,12.53,0,7.69,0.477600982643792,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1591.002162065226,,1595.0043667949794,1596.0045410085295,1596.0068448938546,1597.0064905411127,1597.0087813900464,1600.0083389429346,,
122,,12.52,0,7.78,0.46177174044755,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1600.0231186516758,,1604.0254683618841,1605.0250030023308,1605.0272014114162,1606.0270264077844,1606.0292595805658,1609.0288854757382,,
123,,13.19,0,6.76,0.667639812528129,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1609.042836781271,,1613.0452591791982,1614.044647654082,1614.0469250715832,1615.0466224693664,1615.0487892750825,1618.5484463785833,,
124,,3.61,0,10.44,0.0020594273978782,0,1,n,3.61,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1618.562067428953,1619.0241165279294,1619.0262157814577,1620.0263963156904,1620.0297024227184,1621.029119735671,1621.0313197249343,1624.5311008716235,,
125,,4.31,0,8.94,0.0032944644708697,0,1,v,0,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1624.5467599440017,1624.9998242062866,1625.0019084482192,1626.002054613782,1626.0050438970793,1627.0050008374965,1627.0072162333963,1630.0068630657915,,
126,,6.42,0,4.69,0.258994634667192,1,1,n,0,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1630.0202115371358,1630.8635192875372,1630.8656647609896,1631.8657398189825,1631.8688405041466,1632.8687405585079,1632.871010865245,1635.870589355356,,
127,,12.61,0,7.69,0.486051505518186,2,1,v,0,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1635.884986268342,1636.3192607498931,1636.321393186954,1637.3215113045298,1637.3247107502102,1638.3244772803446,1638.326448145206,1641.3262996093836,,
128,,16.39,0,11.34,0.325454551035983,1,0,n,11.34,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1641.3397334098263,1641.8230069337878,1641.8250777442881,1642.8252310206008,1642.82787543218,1643.8269336519006,1643.8290724096296,1646.8287686222902,,
129,,15.46,0,9.03,0.53711809038781,2,1,n,0,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1646.8420712687512,1647.7106692170637,1647.7127186953003,1648.7129150311957,1648.715933942658,1649.7158790318063,1649.7179522125516,1652.7177333592554,,
130,,16.89,0,9.86,0.537308472845883,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1652.7319683049864,,1656.734177775259,1657.7345001295762,1657.7367818925413,1658.7361774781893,1658.7383604806237,1662.2380262750376,,
131,,7.70,0,4.50,0.537805997480746,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1662.2520621195872,,1666.254126214364,1667.2540266637661,1667.2563431904273,1668.2559615797945,1668.258106658206,1671.2578206477483,,
132,,8.67,0,7.49,0.097702053273043,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1671.2718671584153,,1675.273975497912,1676.273582036025,1676.2758408865484,1677.275475077593,1677.2775778865034,1680.2773926117661,,
133,,11.84,0,11.16,0.0491940878581789,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1680.290956381039,,1684.293025611376,1685.293070646163,1685.2953105346678,1686.294797375027,1686.2969910436077,1689.2969353426888,,
134,,21.46,0,9.85,0.748388013104159,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1689.310382179494,,1693.312515801692,1694.3126746086054,1694.3148785482772,1695.314629671775,1695.3168312412017,1698.8164709628327,,
135,,10.81,0,6.63,0.479503009983888,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1698.8321960072353,,1702.8343138277414,1703.8341980804253,1703.8364142663922,1704.8361618345225,1704.8383207393927,1708.3378095549706,,
136,,14.48,0,7.05,0.707940661926845,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1708.350910729976,,1712.353146273017,1713.3527322689333,1713.3550341790396,1714.3546802213532,1714.3568786304386,1717.3565381041844,,
137,,4.24,0,2.18,0.66360220419006,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1717.3692047329241,,1721.371416178401,1722.3712368293054,1722.3734964699106,1723.3729536821193,1723.3751469556591,1726.3748103798134,,
138,,4.82,0,7.00,0.0074033682825881,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1726.388777882079,,1730.3910296218382,1731.3908546182065,1731.3931525778899,1732.392775312721,1732.3947311659867,1735.394607912851,,
139,,10.01,0,7.14,0.287476557866085,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1735.4097257776011,,1739.4121525210066,1740.4123682139762,1740.4146136330673,1741.4143402639602,1741.416540253209,1744.9161191383755,,
140,,12.82,0,7.87,0.47818660334744,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1744.9302324111486,,1748.9324110681337,1749.9318840820197,1749.9341235754837,1750.9338596873858,1750.9360347889888,1753.9356982131576,,
141,,3.27,0,11.56,0.0016953712892608,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1753.9491296433262,,1757.9513517549349,1758.951470267566,1758.9537389941397,1759.95341031914,1759.9555419661192,1763.4552358085202,,
142,,6.34,0,4.47,0.301491142777961,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1763.4687347908912,,1767.4712010384974,1768.4707202723075,1768.4728171555762,1769.4726595337997,1769.4748950768408,1772.4747382451314,,
143,,6.22,0,9.12,0.0071983140222799,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1772.487704710802,,1776.4901851799223,1777.489488325722,1777.491837640875,1778.4914429938508,1778.493949535754,1781.493292975836,,
144,,10.11,0,6.94,0.337179595928286,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1781.5068986195693,,1785.5090440930217,1786.5090397475578,1786.5113479783322,1787.5107917591085,1787.5129708111344,1790.51261053278,,
145,,17.97,0,11.08,0.472977833979691,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1790.5266578335286,,1794.5289573733899,1795.5285919594753,1795.5308887340361,1796.5305541334092,1796.5327244945074,1799.5323827831307,,
146,,22.91,0,5.87,0.917957468643691,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1799.5454073199799,,1803.5475219801447,1804.5469136153697,1804.549164960088,1805.5490962227777,1805.5512902863993,1808.550970697368,,
147,,19.11,0,9.80,0.667310257373132,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1808.5643077124987,,1812.566591845709,1813.566701272357,1813.569014243636,1814.568651199981,1814.5708195858751,1817.5705090828124,,
148,,3.27,0,1.95,0.515616285156375,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1817.584464733809,,1821.586576233647,1822.5860749252606,1822.5885301116941,1823.588057641391,1823.5900743311213,1827.090029691375,,
149,,29.09,0,2.93,0.960772675479601,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1827.1032402930286,,1831.1054023582547,1832.1045510426047,1832.106845446906,1833.106557066203,1833.1086902933457,1836.1085808666976,,
150,,3.65,0,7.98,0.0030151311608209,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1836.1272675414511,,1840.1294987390283,1841.129333216406,1841.1314984419587,1842.1312811688258,1842.1336849997897,1845.6331686798076,,
151,,2.95,0,1.71,0.545203738207054,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1845.6478429123235,,1849.6501562786434,1850.6498900203005,1850.6525664302753,1851.6528157018183,1851.654995543926,1854.654658573054,,
152,,6.44,0,4.01,0.460359202945111,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1854.6693035724456,,1858.6716398512217,1859.6714004557289,1859.6734163553774,1860.6733484081487,1860.6753670730977,1864.175190884329,,
153,,6.41,0,11.77,0.0041607081517292,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1864.1904007938865,,1868.192637917091,1869.1916890260472,1869.1939739493537,1870.1938890153106,1870.1961253484333,1873.6957109493087,,
154,,16.16,0,8.40,0.654846709477423,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1873.7130473702855,,1877.7153441448463,1878.7152524950943,1878.7174520893022,1879.717360834591,1879.7196295611648,1883.2192289885134,,
155,,5.78,0,9.16,0.0058477776850865,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1883.23230132545,,1887.2348177434033,1888.234978525521,1888.2370765939268,1889.2369193671766,1889.2392058706464,1892.7387721144623,,
156,,22.75,0,1.27,0.966583590172193,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1892.7542873915227,,1896.7564534071716,1897.7565134535544,1897.7585818938096,1898.7584582456475,1898.7606116199313,1902.2602829449315,,
157,,8.46,0,7.52,0.0791608969847221,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1902.27495836257,,1906.2772839751997,1907.277029963152,1907.2792603706475,1908.2787235084834,1908.2808069603343,1911.7807382230094,,
158,,7.32,0,5.14,0.30887024377565,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1911.795103137585,,1915.7972845598706,1916.797581631501,1916.7998645795888,1917.7995185227337,1917.801471610699,1921.3013420369098,,
159,,24.22,0,0.42,0.969899410930762,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1921.3148358837352,,1925.3172270733485,1926.3170777474443,1926.3192398126557,1927.3189929113723,1927.3210404143902,1930.3208515842853,,
160,,11.46,0,6.86,0.50891961101532,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1930.3353140742547,,1934.3374615229113,1935.337651143098,1935.339900907653,1936.3395990955178,1936.3418231823453,1939.8414198443934,,
161,,25.77,0,11.83,0.748388190681369,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1939.855278710078,,1943.8580203020101,1944.8581791089237,1944.860292188925,1945.860128641507,1945.8624147499359,1948.8619592664327,,
162,,22.83,0,11.16,0.705231994936567,1,1,v,0,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1948.875265073235,1950.7435975532717,1950.746761050119,1951.7468621808948,1951.749855414615,1952.7497783814033,1952.7519463722565,1955.7516315237299,,
163,,15.66,0,7.34,0.734704149184151,1,1,n,15.66,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1955.768206303619,1956.479297425598,1956.481330312061,1957.481603681168,1957.4847833747335,1958.4845135610085,1958.4866467881511,1961.9863505066023,,
164,,5.99,0,4.25,0.292789790155552,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1962.0004957778,,1966.0025697486271,1967.0020960932015,1967.0043359817064,1968.0040519464528,1968.0062286282337,1971.0058580787736,,
165,,9.58,0,8.72,0.0658372944968211,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,1971.0188237543625,,1975.0210956412775,1976.0206397627335,1976.0226817351504,1977.0225734936394,1977.0245155204175,1980.0244440178067,,
166,,5.30,0,10.15,0.0038238142889607,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1980.0387433553988,,1984.040867496573,1985.0401852589275,1985.0425033657666,1986.0421632345533,1986.04409222494,1989.5439820082102,,
167,,17.84,0,10.36,0.543396322010384,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1989.557228163656,,1993.559431313246,1994.5597327303549,1994.5621930523193,1995.561581922244,1995.5635697739199,1998.563452051385,,
168,,6.86,0,3.49,0.673420355136692,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,1998.5758374101715,,2002.578203317098,2003.5782878561004,2003.5805182635959,2004.58024291927,2004.5822094386676,2008.0820553722588,,
169,,10.01,0,10.20,0.026907684547231,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2008.0950696380169,,2012.0972712074436,2013.096514306846,2013.0988193772937,2014.0987095556047,2014.1009154704807,2017.1003576710937,,
170,,18.65,0,8.93,0.720067917048247,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2017.1139988686045,,2021.116446154192,2022.1163118398981,2022.1186125648674,2023.1182846799638,2023.1204234376928,2026.6201366371533,,
171,,16.09,0,10.05,0.455798477241282,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2026.6337177882815,,2030.635894075007,2031.6358439046599,2031.6380620658601,2032.6377946223802,2032.6400238447386,2035.6396979350393,,
172,,14.31,0,10.41,0.263805752251378,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2035.6531534627866,,2039.6554107331467,2040.6552416551422,2040.6575028759107,2041.6571824967978,2041.65929597184,2045.159113857444,,
173,,16.52,0,9.55,0.548160605477932,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2045.1726420729392,,2049.1748001877277,2050.1749898079142,2050.177234041883,2051.17688679992,2051.1790227923484,2054.6787387571094,,
174,,9.93,0,5.77,0.54238650073614,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2054.6923894356296,,2058.6945416248054,2059.6944894792396,2059.696764526496,2060.696419654778,2060.6985987068038,2064.198272402049,,
175,,11.86,0,7.02,0.521572149547075,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2064.212537766027,,2068.2147073370434,2069.2150130996015,2069.2172893319803,2070.216951966053,2070.219087563455,2073.218613512974,,
176,,16.91,0,11.75,0.320529591415102,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2073.2326651591866,,2077.2348453963496,2078.23429115233,2078.2365709400765,2079.2364895614155,2079.2386401704134,2082.2383363830595,,
177,,5.99,0,11.63,0.0037259739533811,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2082.252146263534,,2086.2542992427916,2087.2540859200817,2087.2563566218596,2088.2557905265858,2088.2579557521385,2091.2576357680664,,
178,,7.39,0,5.20,0.305254436829638,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2091.2704114284134,,2095.2727816808037,2096.2726813401096,2096.275119934784,2097.2745866279874,2097.276988878788,2100.2764630777965,,
179,,12.60,0,7.53,0.510629363787499,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2100.290223182965,,2104.2923437687714,2105.292180616394,2105.294485291801,2106.2941234332684,2106.296420997911,2109.295974995417,,
180,,16.88,0,11.67,0.327147818664422,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2109.3126082415256,,2113.314739888505,2114.314763986069,2114.317481480437,2115.3176631997776,2115.320112460584,2118.819314080567,,
181,,16.71,0,10.22,0.481638336425671,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2118.833171366088,,2122.835427451326,2123.8350083116966,2123.8370941337926,2124.8372000050585,2124.83918074597,2128.339034975448,,
182,,17.76,0,11.06,0.460404871496618,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2128.3549820334883,,2132.3571156556864,2133.35677157405,2133.359137876003,2134.3587337479694,2134.3610562002723,2137.3605793845054,,
183,,20.55,0,4.05,0.939504440120148,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2137.3745081726374,,2141.376748456183,2142.3763269462943,2142.3784202741954,2143.3782721334283,2143.380482393768,2146.8798590173974,,
184,,25.17,0,1.40,0.966607092676194,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2146.8930688289693,,2150.895391281272,2151.8948457281804,2151.897086406767,2152.8967774838675,2152.8989498201845,2155.898663414686,,
185,,18.20,0,10.79,0.518987097874916,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2155.91246578937,,2159.914697777029,2160.914213455457,2160.91644030757,2161.916379866132,2161.9187927830644,2165.4181662463525,,
186,,17.81,0,4.58,0.917672313888448,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2165.435250235445,,2169.4376240432175,2170.4367652217625,2170.438888572855,2171.438686706373,2171.4408562773897,2174.440517331299,,
187,,24.07,0,5.20,0.933438700696789,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2174.456647293817,,2178.459237584626,2179.4592431152123,2179.4613135306718,2180.4612206957827,2180.463230274763,2183.46328755586,,
188,,18.42,0,1.40,0.964208095526839,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2183.478819424694,,2187.4812520937267,2188.480830978893,2188.483083508734,2189.4829954143643,2189.485199749077,2192.48483315004,,
189,,8.34,0,9.83,0.0146954312754229,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2192.497380871122,,2196.4995014569286,2197.4995974521444,2197.5018713142636,2198.501533948336,2198.5038188716426,2201.5033831402397,,
190,,16.85,0,10.16,0.499562376713913,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2201.5172179083747,,2205.519398540564,2206.519151639266,2206.5214606601367,2207.5208171366103,2207.5228571338375,2210.5229302166117,,
191,,6.29,0,9.89,0.0059432391300032,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2210.537826462765,,2214.540250835911,2215.5396922464424,2215.541961763098,2216.5416386186844,2216.543876927026,2219.5432610564458,,
192,,15.94,0,9.90,0.464167774073965,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2219.556217646066,,2223.558593824084,2224.558246582106,2224.560322528152,2225.560177152671,2225.562187916774,2229.0620144933055,,
193,,19.35,0,9.36,0.712977903422431,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2229.0774306148232,,2233.079634159454,2234.079755437371,2234.0819925605756,2235.0820743342774,2235.0844536726363,2238.584476190037,,
194,,9.69,0,5.95,0.478906690099375,2,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2238.5981940257043,,2242.6002687866276,2243.600316191674,2243.6026299530495,2244.602008551883,2244.604013390359,2247.6041315079347,,
195,,5.23,0,2.52,0.715215953011057,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2247.61963216844,,2251.621864156099,2252.621588021706,2252.6237749745633,2253.6237919613777,2253.625826428004,2256.6254298057756,,
196,,15.91,0,11.13,0.312430759595266,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2256.6393609641673,,2260.6415878162807,2261.641400566339,2261.643947007484,2262.643275831011,2262.6455998634774,2266.144989918539,,
197,,21.46,0,10.04,0.736388936085234,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2266.158827847001,,2270.161071685914,2271.16066992814,2271.1626937286346,2272.162877423194,2272.1648771261243,2275.664454431113,,
198,,18.62,0,10.89,0.535761323488473,2,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2275.6792862854054,,2279.6814463754126,2280.6811852526153,2280.683485187503,2281.683382871619,2281.6857803819003,2285.1852127064485,,
199,,29.06,0,4.27,0.952311135530645,0,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2285.1989538496127,,2289.201111964401,2290.2009796253114,2290.2032874610595,2291.2029129611765,2291.2048869863793,2294.7047424009797,,
200,,15.94,0,11.49,0.274868870813456,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2294.7185032962443,,2298.721088056467,2299.720492728069,2299.722765010025,2300.722191408946,2300.72437678164,2303.7242957980197,,
201,,2.45,0,0.26,0.959550487231071,0,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2303.7370765939268,,2307.7394231437793,2308.738872455142,2308.741486053448,2309.7410143732122,2309.743529211002,2313.242816950151,,
202,,11.53,0,5.78,0.685115149823949,1,,,,1,"[-0.35, 0]","[-0.35, 0.1]","[-0.35, -0.1]","[0.35, 0]","[-0.35, 0.15]","[-0.35, -0.15]",,,2313.2578933354816,,2317.2600984602905,2318.2595777948445,2318.2619768853037,2319.2613088691724,2319.263784597788,2322.2633686185,,
203,,9.02,0,6.62,0.254149299577624,1,,,,2,"[0.35, 0]","[0.35, 0.1]","[0.35, -0.1]","[-0.35, 0]","[0.35, 0.15]","[0.35, -0.15]",,,2322.277120427796,,2326.2792710367794,2327.2791288216395,2327.2813999184727,2328.2810720335547,2328.2833707833342,2331.282942162681,,
